"the_geom","DEVELOPMENT","TDS_NUM","BOROUGH"
"MULTIPOLYGON (((-73.94402779778423 40.798617468378865, -73.9452320031868 40.79696848543979, -73.94650665681671 40.797508114164884, -73.94647063614863 40.79755743221854, -73.94603160675538 40.79815852983258, -73.94563286636205 40.79798972300089, -73.94557108398331 40.7980329754581, -73.94557297099902 40.79803808758496, -73.9455746458726 40.79804324193507, -73.94557610742352 40.79804843310512, -73.94557735328512 40.79805365749152, -73.94557838227686 40.79805890879053, -73.94557919321898 40.79806418159862, -73.94557978729944 40.79806947141401, -73.94558016215261 40.79807477283209, -73.94558031778348 40.79808008045024, -73.94558025419505 40.798085389766065, -73.9455799702085 40.79809069357463, -73.94557946819577 40.798095989175785, -73.94557874697722 40.798101270265505, -73.9455778077427 40.79810653054078, -73.94557665049524 40.79811176639977, -73.94557483680613 40.798116969530476, -73.94557282170761 40.79812213024296, -73.94557061231316 40.798127244937916, -73.94556820507269 40.798132307310446, -73.94556560828292 40.79813731466289, -73.94556281839264 40.79814226249121, -73.94555984132941 40.79814714719621, -73.9455566782832 40.798151963375034, -73.94555333162616 40.79815670742719, -73.94554980491681 40.79816137575233, -73.9455461017123 40.79816596474999, -73.94554222438646 40.798170469918645, -73.94553817531346 40.79817488585662, -73.94553367343288 40.798179487083424, -73.94552957852294 40.79818344194365, -73.9455250402911 40.7981875739927, -73.94552034217305 40.79819160330899, -73.94551549483594 40.79819552719611, -73.94551049709605 40.7981993429521, -73.94550535843719 40.798203046078584, -73.94550007767698 40.798206633873875, -73.9454946607419 40.798210103638965, -73.94548911474405 40.79821345267601, -73.94548344324178 40.79821667738424, -73.94547782617623 40.79821998856608, -73.94547216648611 40.79822325740379, -73.9454664629873 40.798226482996704, -73.94546071568058 40.79822966444424, -73.94545492812128 40.79823280084713, -73.94544909912399 40.79823589310591, -73.94544322868838 40.7982389412202, -73.94543731800225 40.798241942489014, -73.94543136706287 40.798244899614275, -73.94542537824259 40.79824780989525, -73.94541935035633 40.79825067333124, -73.94541328458776 40.79825349172416, -73.94540718093828 40.798256263272634, -73.94540104296313 40.7982589870782, -73.94539486710751 40.79826166403947, -73.94538865692661 40.798264293257766, -73.94538241005105 40.798266873831395, -73.94538222043924 40.79833910731543, -73.94577749271576 40.798506445558445, -73.94533986607567 40.799105602338166, -73.94530408094069 40.79915459594739, -73.94402779778423 40.798617468378865)), ((-73.94556226758829 40.79923747226686, -73.94675421347826 40.797603866353704, -73.94807656189856 40.79816110354122, -73.94753237187686 40.79890666794776, -73.94723230253179 40.79878022061178, -73.94713024823402 40.79892009345974, -73.94743028603116 40.79904652843717, -73.94688683126606 40.799791062563855, -73.94556226758829 40.79923747226686)))","TAFT","097","MANHATTAN"
"MULTIPOLYGON (((-73.96504732887738 40.70477084714014, -73.96428950638725 40.70408952334977, -73.96412892643397 40.704191554522275, -73.96387386801999 40.70396223959751, -73.96363643836816 40.70374877147322, -73.9643967929684 40.70325628966414, -73.96454617763821 40.703390180640255, -73.96513258098042 40.703915758837255, -73.965981960172 40.70467701468554, -73.96612809979244 40.70480798856757, -73.96556456392237 40.70517224938705, -73.96537213473466 40.70529663064787, -73.964908825588 40.70488138872389, -73.96506084527913 40.70478299824474, -73.96504732887738 40.70477084714014)))","TAYLOR STREET-WYTHE AVENUE","234","BROOKLYN"
"MULTIPOLYGON (((-73.91224039564398 40.83032329680288, -73.9123870245831 40.83007150016849, -73.91256867125442 40.829759566904315, -73.91264242544187 40.829632912309116, -73.91298155955086 40.82974172520704, -73.91257697412193 40.83043128767939, -73.91224039564398 40.83032329680288)))","TELLER AVENUE-EAST 166TH STREET","223","BRONX"
"MULTIPOLYGON (((-73.97017084572839 40.78974031369176, -73.97028692532373 40.78958094785188, -73.97035013608621 40.78960750008499, -73.97040611220707 40.78953064683206, -73.97069530828152 40.789652129831424, -73.9705232818336 40.78988831430227, -73.97017084572839 40.78974031369176)))","THOMAS APARTMENTS","268","MANHATTAN"
"MULTIPOLYGON (((-73.82182616286677 40.819332439378826, -73.8241226722857 40.81854478110577, -73.82460202477942 40.819357292410736, -73.824630201781 40.81940487526787, -73.82467760025828 40.819483535620435, -73.82475363440012 40.81960631165645, -73.82486784562543 40.81978347268027, -73.82497079047528 40.81993637777751, -73.82504288386853 40.82003995891741, -73.82509151353092 40.82010830485282, -73.82512879602032 40.820159907708465, -73.82282728963816 40.82094649760233, -73.82279839520317 40.820906382843965, -73.82276656267253 40.82086166832101, -73.82265724683981 40.820703763616926, -73.82253453245683 40.82051775525264, -73.82237212969113 40.82025525314434, -73.8223094963992 40.82014833956075, -73.82182616286677 40.819332439378826)), ((-73.82127171191189 40.821769775199705, -73.82418731228098 40.82077186486284, -73.82419924500984 40.8207853371903, -73.82459968817184 40.82127424622162, -73.8254391398974 40.82229912159471, -73.82543944538372 40.82229966751616, -73.8227899072161 40.823601016594495, -73.82186250000791 40.822482396031475, -73.82127171191189 40.821769775199705)), ((-73.82307627333292 40.82375074800542, -73.82578135915676 40.822421818663805, -73.82674548987522 40.82353496060763, -73.82504010266348 40.82437368642335, -73.82307627333292 40.82375074800542)))","THROGGS NECK","063","BRONX"
"MULTIPOLYGON (((-73.82418800258067 40.82077162858443, -73.82529958309023 40.82039114523082, -73.82555061396225 40.82069179003084, -73.82647036696116 40.821793289046404, -73.8254394912407 40.822299644992064, -73.8254391398974 40.82229912159471, -73.82478473338548 40.821500168697824, -73.82419924500984 40.8207853371903, -73.82418800258067 40.82077162858443)), ((-73.82578135915676 40.822421818663805, -73.82667407371103 40.82198322854075, -73.82762324881811 40.823103252207304, -73.82674548987522 40.82353496060763, -73.82578135915676 40.822421818663805)))","THROGGS NECK ADDITION","193","BRONX"
"MULTIPOLYGON (((-73.90566626989933 40.66413781363816, -73.90593075504665 40.66409865153445, -73.90583518654446 40.663738032613736, -73.90557070395356 40.66377719450032, -73.9054075303317 40.663161452849444, -73.90877603392484 40.66267148369023, -73.909118628266 40.664019601319126, -73.90576649274291 40.664516000169854, -73.90566626989933 40.66413781363816)))","TILDEN","096","BROOKLYN"
"MULTIPOLYGON (((-74.12021407708829 40.60883312884524, -74.12032053968713 40.608681821547535, -74.1197057352934 40.60844233921161, -74.11966958931329 40.60842926614618, -74.11962953305967 40.60841795315801, -74.11958353114605 40.608408680621935, -74.11953469959941 40.60840286001101, -74.11948552773903 40.60840098762296, -74.11942364990148 40.60840423437835, -74.11936580892662 40.6084130709529, -74.11931678983282 40.60842527439903, -74.11927286372475 40.608440307383674, -74.11923217438334 40.608458208759586, -74.1191988217983 40.60847625019828, -74.11915607320016 40.60850491582534, -74.11912386974214 40.60853193515905, -74.11909359205126 40.60856347311044, -74.11906531449694 40.608601479234785, -74.11903987570881 40.608649760973805, -74.11902483987855 40.608696161549766, -74.11901869458966 40.60873472107508, -74.11901803955733 40.60877292371131, -74.11902101201659 40.60880117091888, -74.11904997519058 40.60896271083512, -74.1184805827214 40.60902608809874, -74.11831084432711 40.606702714356324, -74.12080741575004 40.60647043366774, -74.12086481059532 40.60715798710882, -74.12099737323614 40.608745930627705, -74.12021407708829 40.60883312884524)))","TODT HILL","042","STATEN ISLAND"
"MULTIPOLYGON (((-73.943690731772 40.696118919624354, -73.94621314456573 40.695826965085104, -73.94660492059431 40.69780126658662, -73.94408228944567 40.69809022005473, -73.943690731772 40.696118919624354)))","TOMPKINS","131","BROOKLYN"
"MULTIPOLYGON (((-73.98586835311971 40.71064467528792, -73.98647107608824 40.710573664075106, -73.98655499326314 40.711127173786984, -73.98595638514186 40.71118555987491, -73.98593361053265 40.711055539544546, -73.98593415728125 40.71105548287922, -73.98586835311971 40.71064467528792)))","TWO BRIDGES URA (SITE 7)","266","MANHATTAN"
"MULTIPOLYGON (((-73.89690720472055 40.667911093259164, -73.89727373837482 40.66785722806987, -73.89747714532999 40.66866596323531, -73.89711060739732 40.66871982816698, -73.89690720472055 40.667911093259164)), ((-73.89658036404124 40.66888310258085, -73.89655981287288 40.6688022600755, -73.89655086989784 40.66880357129034, -73.89633192206368 40.66794223123734, -73.89599037656271 40.66799230863825, -73.8959342450091 40.66777213027036, -73.89662649011282 40.667668435879875, -73.8969225039434 40.66883293751303, -73.89658036404124 40.66888310258085)))","UNITY PLAZA (SITES 17,24,25A)","240","BROOKLYN"
"MULTIPOLYGON (((-73.89828175977199 40.66581988240042, -73.8989954976558 40.66571363618782, -73.89906627429933 40.665989623758996, -73.89870880062081 40.66604110816541, -73.89872690100097 40.666111689471066, -73.89873859996256 40.66615730822585, -73.89875200599388 40.66620958599948, -73.89876326059274 40.666253469965554, -73.89877608470613 40.66630348062399, -73.89878909930407 40.666354228971045, -73.8988010276008 40.66640074483421, -73.89881307701069 40.66644773087197, -73.89882588708925 40.666497687480295, -73.8988379177286 40.66654459695447, -73.89885074548552 40.66659461841218, -73.89886280319763 40.666641635068444, -73.89888218422007 40.66671720633082, -73.89898581256047 40.667121297826164, -73.89862894312628 40.66717269516316, -73.89828175977199 40.66581988240042)), ((-73.89595190249112 40.66645108512135, -73.89629762828855 40.66640144925205, -73.89650370532846 40.66720980417919, -73.89615797431057 40.66725944156234, -73.89595190249112 40.66645108512135)), ((-73.89678790821429 40.66743597024542, -73.89658703149247 40.66663618353812, -73.89694080076028 40.666583515525126, -73.89687308892785 40.66631392127161, -73.89722685507748 40.66626125237581, -73.89715844539869 40.665988886767785, -73.89737070587934 40.66595728449455, -73.89743911639246 40.66622964997728, -73.89779288164956 40.66617697843973, -73.89792831420176 40.66671616582568, -73.8982730620792 40.66666483648646, -73.8984116662024 40.66720040329505, -73.89678790821429 40.66743597024542)))","UNITY PLAZA (SITES 4-27)","261","BROOKLYN"
"MULTIPOLYGON (((-73.90361047052271 40.66484940794922, -73.90342934449075 40.6641245594638, -73.90272109428203 40.66422804872766, -73.90254956627152 40.66355970890327, -73.90502273706079 40.6632012763192, -73.90521263982417 40.66396897930746, -73.90488005100765 40.664018243095626, -73.90496211878991 40.66435001620814, -73.90495857383334 40.66435054188235, -73.90502996829315 40.66463916236736, -73.90361047052271 40.66484940794922)), ((-73.90331583039425 40.666464646401074, -73.9029792821368 40.6651506698806, -73.90377342035053 40.66503242370454, -73.90386864536991 40.66540419509905, -73.90441166272818 40.66532333635961, -73.90440894991671 40.665312554022805, -73.9046884180708 40.66527093800972, -73.90459752081354 40.664909709625164, -73.90542176728225 40.66478696725015, -73.90575321537536 40.66610407166479, -73.90331583039425 40.666464646401074)), ((-73.90335826309217 40.66668489432229, -73.90581921952472 40.6663151572256, -73.90615483243455 40.66763094888856, -73.90369258339138 40.66799700895249, -73.90335826309217 40.66668489432229)))","VAN DYKE I","061","BROOKLYN"
"MULTIPOLYGON (((-73.90272109433451 40.66422804871991, -73.90342934449075 40.664124559463744, -73.90361047052271 40.66484940794914, -73.90290729687085 40.66495355001924, -73.90272109433451 40.66422804871991)))","VAN DYKE II","146","BROOKLYN"
"MULTIPOLYGON (((-73.88581481346101 40.65044623556791, -73.88627002167235 40.650242652585845, -73.88765529558914 40.6493269532874, -73.88831057409863 40.649832278892085, -73.88777735051634 40.65022212188464, -73.88758498446819 40.65030501133077, -73.8871011956215 40.6505134720804, -73.88616795411184 40.65091558812224, -73.88616481740192 40.65091694029757, -73.88581481346101 40.65044623556791)))","VANDALIA AVENUE","315","BROOKLYN"
"MULTIPOLYGON (((-73.98200810258601 40.71149028184942, -73.98352007621116 40.71138608229973, -73.98376140214559 40.71314137397019, -73.98222206479817 40.71331935938214, -73.98203268980593 40.7133412547116, -73.98096249046681 40.713464981249786, -73.98074173547526 40.71157753906842, -73.98181770672073 40.71150340209346, -73.98200810258601 40.71149028184942)), ((-73.98200311728012 40.71403959868447, -73.98197084815361 40.71378857364013, -73.98195870073356 40.713789941413616, -73.98192417034574 40.71352132271928, -73.98291755134977 40.713409151931764, -73.98293719319382 40.713561541035844, -73.98298528798976 40.713936032644895, -73.98200311728012 40.71403959868447)))","VLADECK","006","MANHATTAN"
"MULTIPOLYGON (((-73.97987035639554 40.71233895280205, -73.98060118371883 40.71228995721878, -73.98074535706887 40.713469144218195, -73.98002010259677 40.71354658340289, -73.97999016954017 40.71330173929543, -73.97990733799392 40.713307291824336, -73.97990666980729 40.713301825608724, -73.9796379435584 40.71331983993118, -73.97960606064609 40.71305904642855, -73.97995761825369 40.713035479674375, -73.97993752307255 40.712871107777104, -73.97993525952458 40.712869835861646, -73.97987035639554 40.71233895280205)))","VLADECK II","007","MANHATTAN"
"MULTIPOLYGON (((-73.92980117343774 40.79715600556852, -73.9298188248688 40.7971555264452, -73.92983983492573 40.79715682695023, -73.92986210800075 40.79716050283808, -73.9298754362107 40.7971639166378, -73.93217437522118 40.79812298642394, -73.93184050830703 40.79857948780304, -73.9323520689257 40.7987930004522, -73.93298522317555 40.79905725809062, -73.93203044637052 40.800362733070784, -73.93201278971948 40.80038374931889, -73.93198125019973 40.800412272941145, -73.93194628898873 40.80043555092661, -73.93190427650218 40.80045582697393, -73.93186693827813 40.8004685352704, -73.93182589810736 40.80047775553248, -73.93178105479555 40.800482793411064, -73.93173845845511 40.8004830023243, -73.93170161308187 40.800479603626876, -73.9316605714802 40.80047172064483, -73.93161688734862 40.80045805307323, -73.930669002139 40.80006125721699, -73.93064042057347 40.800048236810824, -73.930604711982 40.80002998921068, -73.93056458881155 40.80000653405328, -73.93053723070791 40.79998848867119, -73.93050538239585 40.799965036678245, -73.9304745626172 40.799939376371555, -73.9304516612165 40.799918032425765, -73.93043292048034 40.79989882246861, -73.93041314259185 40.79987649345261, -73.93039369878348 40.7998519944312, -73.93037823134522 40.79983021641594, -73.93036371420143 40.799807380885746, -73.93035340705565 40.79978934755958, -73.93034542911187 40.799774052257995, -73.9303388667296 40.79976037240674, -73.9303334014214 40.799748043967234, -73.93032803768408 40.7997349087414, -73.92980720101997 40.79840698892319, -73.92976931979837 40.79828926333581, -73.92973702028965 40.79818462359612, -73.92970902716345 40.79808322286774, -73.92969043682615 40.79799859787325, -73.92967449471107 40.797925383822204, -73.929659954631 40.797814976381446, -73.92964644466998 40.79768518090457, -73.92963679152078 40.79751863387839, -73.92963971839733 40.79743338354663, -73.92964074932912 40.7973548804019, -73.92965268978129 40.7972598192202, -73.92965459676091 40.797252710937904, -73.92965963002862 40.79723961533858, -73.92966774686857 40.797225070014974, -73.92967713291836 40.79721263803773, -73.92969152861912 40.79719823882184, -73.92970688119355 40.797186610125024, -73.92972360276404 40.797176856201254, -73.92974401806316 40.79716797621021, -73.92976282691363 40.79716214252823, -73.92977966519885 40.797158555290345, -73.92980117343774 40.79715600556852)), ((-73.93197856116204 40.80096105095966, -73.93312146712576 40.799398186198964, -73.93391813712786 40.79973421769607, -73.93507474468707 40.80022205233173, -73.93393187162432 40.80178493535431, -73.93197856116204 40.80096105095966)), ((-73.93181188791793 40.801220332300375, -73.93185852124097 40.80115611735778, -73.93359329530746 40.80188952378982, -73.93354666314401 40.80195373942681, -73.93336642056671 40.8022019453135, -73.93163164085786 40.80146853550364, -73.93181188791793 40.801220332300375)))","WAGNER","074","MANHATTAN"
"MULTIPOLYGON (((-73.9767953177492 40.719396339231736, -73.97679297494372 40.719401282558465, -73.97678727881623 40.719400269237106, -73.97678159295047 40.71940037705229, -73.97677648567317 40.71940098116483, -73.97677085501465 40.719402293872726, -73.97676356089548 40.71940520374906, -73.97675986685769 40.7194090076575, -73.97675767803828 40.7194135899101, -73.9767558957068 40.71942005521078, -73.97660070749599 40.719853829060675, -73.97659868316738 40.719868523167655, -73.97660140413068 40.71988218805588, -73.9766117160488 40.71989380402561, -73.97662196218498 40.719904010683265, -73.97692390086465 40.72003260045409, -73.97745637851627 40.7202593705513, -73.97768587901328 40.71994745437336, -73.9778368655718 40.719742245654786, -73.97854463057676 40.72003627729543, -73.97684259133986 40.7223706843798, -73.97490609675842 40.721554092798655, -73.97503403563475 40.72046704969506, -73.97505005362721 40.720288392040636, -73.97504398124413 40.720119396565664, -73.97506234749264 40.719772659260855, -73.97513188381355 40.71915270930962, -73.97515051246047 40.719116059879035, -73.97518291749999 40.71909576937631, -73.9752067137321 40.71909032551807, -73.97521864786891 40.71908939966176, -73.97528401090042 40.719089447931744, -73.97539213709764 40.719105217408725, -73.9767953177492 40.719396339231736)))","WALD","023","MANHATTAN"
