year,nycha_development,borough,total_number_of_resident_job_placements,average_wage_of_such_residents,total_number_of_resident_connections_to_services,total_number_of_residents_that_applied_for_the_nycha_resident_training_academy,total_number_of_residents_that_were_accepted_and_enrolled,total_number_residents_placed_into_full-time_or_part-time_jobs,number_of_residents_that_enrolled_in_financial_counseling_services/workshops_through_the_rees_zone_partner_program,total_number_of_residents_enrolled_in_vocational_training_programs_through_the_program,total_number_of_residents_enrolled_in_prep_courses_for_english_as_a_second_language_(esol)_or_the_test_assessing_secondary_completion_(tasc)_through_the_program,service_connections
2021.0,MCKINLEY,Bronx,0.0,28.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021.0,MELROSE,Bronx,0.0,15.8,10.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
2021.0,MELTZER TOWER,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,METRO NORTH PLAZA,Manhattan,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,MIDDLETOWN PLAZA,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,MILL BROOK,Bronx,0.0,15.8,23.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0
2021.0,MILL BROOK EXTENSION,Bronx,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021.0,MITCHEL,Bronx,14.0,22.53,44.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0
2021.0,MONROE,Bronx,8.0,23.01,16.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0
2021.0,MOORE,Bronx,0.0,21.91,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021.0,MORRIS I,Bronx,6.0,27.5,23.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0
2021.0,MORRIS II,Bronx,7.0,22.34,15.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0
2021.0,MORRIS PARK SENIOR CITIZENS HOME,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,MORRISANIA,Bronx,0.0,15.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2021.0,MORRISANIA AIR RIGHTS,Bronx,0.0,15.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
2021.0,MOTT HAVEN,Bronx,6.0,15.66,24.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0
2021.0,MURPHY,Bronx,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,NEW LANE AREA,Staten Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,NOSTRAND,Brooklyn,8.0,17.9,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2021.0,OCEAN BAY APARTMENTS (BAYSIDE),Queens,0.0,19.21,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2021.0,OCEAN BAY APARTMENTS (OCEANSIDE),Queens,0.0,19.21,8.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0
2021.0,OCEAN HILL APARTMENTS,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,OCEAN HILL-BROWNSVILLE,Brooklyn,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021.0,O'DWYER GARDENS,Brooklyn,0.0,39.28,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2021.0,PALMETTO GARDENS,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,"PARK AVENUE-EAST 122ND, 123RD STREETS",Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,PARK ROCK REHAB,Brooklyn,0.0,21.91,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021.0,PARKSIDE,Bronx,0.0,15.8,16.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0
2021.0,PATTERSON,Bronx,0.0,21.91,37.0,5.0,0.0,0.0,0.0,0.0,0.0,37.0
2021.0,PELHAM PARKWAY,Bronx,12.0,22.01,28.0,11.0,0.0,0.0,0.0,0.0,0.0,28.0
2021.0,PENNSYLVANIA AVENUE-WORTMAN AVENUE,Brooklyn,0.0,28.23,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021.0,PINK,Brooklyn,12.0,20.77,36.0,25.0,6.0,0.0,0.0,0.0,0.0,36.0
2021.0,POLO GROUNDS TOWERS,Manhattan,10.0,27.2,14.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0
2021.0,POMONOK,Queens,12.0,25.9,38.0,26.0,0.0,0.0,0.0,0.0,0.0,38.0
2021.0,PUBLIC SCHOOL 139 (CONVERSION),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,QUEENSBRIDGE NORTH,Queens,14.0,20.86,31.0,10.0,0.0,0.0,8.0,0.0,0.0,31.0
2021.0,QUEENSBRIDGE SOUTH,Queens,5.0,24.08,23.0,12.0,5.0,0.0,0.0,0.0,0.0,23.0
2021.0,RALPH AVENUE REHAB,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,RANDALL AVENUE-BALCOM AVENUE,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,RANGEL,Manhattan,0.0,23.33,14.0,9.0,5.0,0.0,0.0,0.0,0.0,14.0
2021.0,RAVENSWOOD,Queens,17.0,24.14,50.0,19.0,5.0,0.0,6.0,0.0,0.0,50.0
2021.0,RED HOOK EAST,Brooklyn,0.0,15.8,36.0,9.0,0.0,0.0,5.0,0.0,0.0,36.0
2021.0,RED HOOK WEST,Brooklyn,11.0,17.66,42.0,12.0,0.0,0.0,0.0,0.0,0.0,42.0
2021.0,REDFERN,Queens,0.0,18.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,23.0
2021.0,REHAB PROGRAM (COLLEGE POINT),Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,REHAB PROGRAM (DOUGLASS REHABS),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,REHAB PROGRAM (TAFT REHABS),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,REHAB PROGRAM (WISE REHAB),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,REID APARTMENTS,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,RICHMOND TERRACE,Staten Island,0.0,21.91,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2021.0,RIIS,Manhattan,12.0,42.47,20.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0
2021.0,RIIS II,Manhattan,0.0,25.1,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
2021.0,ROBBINS PLAZA,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,ROBINSON,Manhattan,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2021.0,ROOSEVELT I,Brooklyn,0.0,15.8,23.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0
2021.0,ROOSEVELT II,Brooklyn,6.0,26.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,RUTGERS,Manhattan,5.0,41.25,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2021.0,RUTLAND TOWERS,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SACK WERN,Bronx,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2021.0,SAINT MARY'S PARK,Bronx,0.0,15.8,13.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0
2021.0,SAINT NICHOLAS,Manhattan,12.0,16.16,43.0,12.0,5.0,0.0,8.0,0.0,0.0,43.0
2021.0,SAMUEL (CITY),Manhattan,8.0,40.62,22.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0
2021.0,SAMUEL (MHOP) I,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SAMUEL (MHOP) II,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SAMUEL (MHOP) III,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SARATOGA VILLAGE,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SEDGWICK,Bronx,0.0,22.25,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0
2021.0,SEWARD PARK EXTENSION,Manhattan,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2021.0,SHEEPSHEAD BAY,Brooklyn,6.0,15.8,16.0,18.0,5.0,0.0,0.0,0.0,0.0,16.0
2021.0,SHELTON HOUSE,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SMITH,Manhattan,15.0,28.68,37.0,11.0,0.0,0.0,0.0,0.0,0.0,37.0
2021.0,SOTOMAYOR HOUSES,Bronx,6.0,19.21,46.0,5.0,0.0,0.0,7.0,0.0,0.0,46.0
2021.0,SOUNDVIEW,Bronx,5.0,30.94,38.0,11.0,0.0,0.0,11.0,0.0,0.0,38.0
2021.0,SOUTH BEACH,Staten Island,0.0,21.19,10.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0
2021.0,SOUTH BRONX AREA (SITE 402),Bronx,0.0,21.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SOUTH JAMAICA I,Queens,5.0,28.23,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2021.0,SOUTH JAMAICA II,Queens,5.0,22.22,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2021.0,STANTON STREET,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,STAPLETON,Staten Island,7.0,34.34,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2021.0,STEBBINS AVENUE-HEWITT PLACE,Bronx,0.0,17.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,STERLING PLACE REHABS (SAINT JOHNS-STERLING),Brooklyn,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021.0,STERLING PLACE REHABS (STERLING-BUFFALO),Brooklyn,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2021.0,STRAUS,Manhattan,0.0,21.92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2021.0,STUYVESANT GARDENS I,Brooklyn,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,STUYVESANT GARDENS II,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SUMNER,Brooklyn,7.0,19.35,21.0,14.0,0.0,0.0,0.0,0.0,0.0,21.0
2021.0,SURFSIDE GARDENS,Brooklyn,0.0,43.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,SUTTER AVENUE-UNION STREET,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,TAFT,Manhattan,7.0,24.52,21.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0
2021.0,TAPSCOTT STREET REHAB,Brooklyn,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2021.0,TAYLOR STREET-WYTHE AVENUE,Brooklyn,0.0,22.21,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,TELLER AVENUE-EAST 166TH STREET,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,THOMAS APARTMENTS,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,THROGGS NECK,Bronx,0.0,15.39,16.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0
2021.0,THROGGS NECK ADDITION,Bronx,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,TILDEN,Brooklyn,11.0,15.8,35.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0
2021.0,TODT HILL,Staten Island,0.0,26.66,21.0,0.0,0.0,0.0,9.0,0.0,0.0,21.0
2021.0,TOMPKINS,Brooklyn,13.0,18.09,41.0,22.0,0.0,0.0,0.0,0.0,0.0,41.0
2021.0,TWIN PARKS EAST (SITE 9),Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,TWIN PARKS WEST (SITES 1 & 2),Bronx,8.0,22.54,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2021.0,TWO BRIDGES URA (SITE 7),Manhattan,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021.0,UNION AVENUE-EAST 163RD STREET,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,UNION AVENUE-EAST 166TH STREET,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,"UNITY PLAZA (SITES 17,24,25A)",Brooklyn,8.0,33.62,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2021.0,UNITY PLAZA (SITES 4-27),Brooklyn,0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0
2021.0,UNIVERSITY AVENUE REHAB,Bronx,0.0,29.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2021.0,UPACA (SITE 5),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,UPACA (SITE 6),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,VAN DYKE I,Brooklyn,20.0,27.66,32.0,30.0,0.0,0.0,0.0,0.0,0.0,32.0
2021.0,VAN DYKE II,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,VANDALIA AVENUE,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,VLADECK,Manhattan,7.0,18.5,18.0,8.0,0.0,0.0,5.0,0.0,0.0,18.0
2021.0,VLADECK II,Manhattan,0.0,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WAGNER,Manhattan,11.0,23.61,50.0,10.0,0.0,0.0,5.0,10.0,0.0,50.0
2021.0,WALD,Manhattan,14.0,34.01,26.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0
2021.0,WASHINGTON,Manhattan,11.0,23.18,40.0,21.0,0.0,0.0,0.0,0.0,0.0,40.0
2021.0,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),Manhattan,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WASHINGTON HEIGHTS REHAB PHASE IV (C),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WASHINGTON HEIGHTS REHAB PHASE IV (D),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WEBSTER,Bronx,0.0,15.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2021.0,WEEKSVILLE GARDENS,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WEST BRIGHTON I,Staten Island,0.0,21.91,28.0,5.0,0.0,0.0,8.0,0.0,0.0,28.0
2021.0,WEST BRIGHTON II,Staten Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WEST FARMS ROAD REHAB,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WEST FARMS SQUARE CONVENTIONAL,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WHITE,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WHITMAN,Brooklyn,11.0,22.27,33.0,22.0,0.0,0.0,0.0,0.0,0.0,33.0
2021.0,WILLIAMS PLAZA,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WILLIAMSBURG,Brooklyn,21.0,22.35,24.0,11.0,0.0,0.0,0.0,20.0,0.0,24.0
2021.0,WILSON,Manhattan,7.0,23.17,17.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0
2021.0,WISE TOWERS,Manhattan,0.0,18.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WOODSIDE,Queens,10.0,16.24,32.0,15.0,7.0,7.0,8.0,0.0,0.0,32.0
2021.0,WOODSON,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WSUR (BROWNSTONES),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WSUR (SITE A) 120 WEST 94TH STREET,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WSUR (SITE B) 74 WEST 92ND STREET,Manhattan,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WSUR (SITE C) 589 AMSTERDAM AVENUE,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,WYCKOFF GARDENS,Brooklyn,7.0,26.33,19.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0
2021.0,Unknown,Unknown,71.0,33.11,187.0,14.0,0.0,0.0,49.0,29.0,0.0,187.0
2020.0,1010 EAST 178TH STREET,Bronx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,WILSON,Manhattan,0.0,15.53,13.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0
2020.0,WHITE,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,WASHINGTON HEIGHTS REHAB PHASE IV (D),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,WASHINGTON HEIGHTS REHAB PHASE IV (C),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,WASHINGTON HEIGHTS REHAB PHASE III,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),Manhattan,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020.0,WASHINGTON,Manhattan,12.0,19.34,26.0,15.0,0.0,0.0,0.0,13.0,0.0,26.0
2020.0,WALD,Manhattan,9.0,30.71,17.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0
2020.0,WAGNER,Manhattan,15.0,16.03,37.0,10.0,0.0,0.0,0.0,16.0,0.0,37.0
2020.0,VLADECK II,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,VLADECK,Manhattan,5.0,18.25,16.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0
2020.0,UPACA (SITE 6),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,UPACA (SITE 5),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,TWO BRIDGES URA (SITE 7),Manhattan,0.0,28.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020.0,THOMAS APARTMENTS,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,TAFT,Manhattan,6.0,36.41,26.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0
2020.0,STRAUS,Manhattan,0.0,15.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020.0,STANTON STREET,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,SMITH,Manhattan,15.0,29.68,20.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0
2020.0,SEWARD PARK EXTENSION,Manhattan,0.0,20.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020.0,SAMUEL (MHOP) III,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,SAMUEL (MHOP) II,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,SAMUEL (MHOP) I,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,SAMUEL (CITY),Manhattan,0.0,21.97,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020.0,SAINT NICHOLAS,Manhattan,8.0,33.35,24.0,11.0,0.0,0.0,0.0,9.0,0.0,24.0
2020.0,RUTGERS,Manhattan,0.0,18.78,17.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0
2020.0,ROBINSON,Manhattan,0.0,20.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020.0,ROBBINS PLAZA,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,RIIS II,Manhattan,0.0,15.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020.0,RIIS,Manhattan,0.0,26.81,19.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0
2020.0,REHAB PROGRAM (WISE REHAB),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,REHAB PROGRAM (TAFT REHABS),Manhattan,0.0,19.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,REHAB PROGRAM (DOUGLASS REHABS),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,RANGEL,Manhattan,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,19.0
2020.0,RANDOLPH SOUTH,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,PUBLIC SCHOOL 139 (CONVERSION),Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Section 8,Unknown,32.0,20.82,429.0,0.0,0.0,0.0,35.0,9.0,0.0,429.0
2020.0,POLO GROUNDS TOWERS,Manhattan,12.0,22.22,17.0,11.0,0.0,0.0,0.0,6.0,0.0,17.0
2020.0,POLICE SERVICE AREA #6,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,POLICE SERVICE AREA #5,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,POLICE SERVICE AREA #4,Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Unknown,Unknown,165.0,33.4,124.0,6.0,0.0,0.0,6.0,20.0,0.0,124.0
2020.0,WEST BRIGHTON II,Staten Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,WEST BRIGHTON I,Staten Island,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2020.0,TODT HILL,Staten Island,0.0,15.9,14.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0
2020.0,STAPLETON,Staten Island,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2020.0,SOUTH BEACH,Staten Island,0.0,20.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,RICHMOND TERRACE,Staten Island,5.0,18.12,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2020.0,POLICE SERVICE AREA SATELLITE/ STATEN ISLAND HOUSING UNIT,Staten Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,NEW LANE AREA,Staten Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,MARINER'S HARBOR,Staten Island,0.0,15.8,18.0,6.0,0.0,0.0,9.0,0.0,0.0,18.0
2020.0,CASSIDY-LAFAYETTE,Staten Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,BERRY,Staten Island,0.0,16.9,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
2020.0,WOODSIDE,Queens,7.0,23.54,29.0,7.0,0.0,0.0,0.0,0.0,0.0,29.0
2020.0,SOUTH JAMAICA II,Queens,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,SOUTH JAMAICA I,Queens,5.0,15.4,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0
2020.0,SHELTON HOUSE,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,REHAB PROGRAM (COLLEGE POINT),Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,REDFERN,Queens,7.0,23.45,35.0,8.0,0.0,0.0,0.0,0.0,0.0,35.0
2020.0,RAVENSWOOD,Queens,11.0,19.93,45.0,21.0,5.0,0.0,0.0,5.0,0.0,45.0
2020.0,QUEENSBRIDGE SOUTH,Queens,13.0,28.2,24.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0
2020.0,QUEENSBRIDGE NORTH,Queens,0.0,19.33,31.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0
2020.0,POMONOK,Queens,10.0,17.05,25.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0
2020.0,POLICE SERVICE AREA #9 SATELLITE,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,POLICE SERVICE AREA #9,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,OCEAN BAY APARTMENTS (OCEANSIDE),Queens,5.0,32.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,OCEAN BAY APARTMENTS (BAYSIDE),Queens,0.0,38.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020.0,LEAVITT STREET-34TH AVENUE,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,LATIMER GARDENS,Queens,0.0,15.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020.0,INTERNATIONAL TOWER,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,HAMMEL,Queens,0.0,17.72,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
