year,nycha_development,borough,total_number_of_resident_job_placements,average_wage_of_such_residents,total_number_of_resident_connections_to_services,total_number_of_residents_that_applied_for_the_nycha_resident_training_academy,total_number_of_residents_that_were_accepted_and_enrolled,total_number_residents_placed_into_full-time_or_part-time_jobs,number_of_residents_that_enrolled_in_financial_counseling_services/workshops_through_the_rees_zone_partner_program,total_number_of_residents_enrolled_in_vocational_training_programs_through_the_program,total_number_of_residents_enrolled_in_prep_courses_for_english_as_a_second_language_(esol)_or_the_test_assessing_secondary_completion_(tasc)_through_the_program,service_connections
2023.0,CHELSEA ADDITION,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,CHELSEA,Unknown,0.0,46.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2023.0,CASTLE HILL,Unknown,7.0,21.39,32.0,8.0,0.0,0.0,0.0,7.0,0.0,32.0
2023.0,CASSIDY-LAFAYETTE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,CARVER,Unknown,8.0,26.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2023.0,CARLETON MANOR,Unknown,0.0,14.83,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2023.0,CAREY GARDENS,Unknown,0.0,15.32,29.0,9.0,0.0,0.0,0.0,0.0,0.0,29.0
2023.0,CAMPOS PLAZA II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BUTLER,Unknown,6.0,22.95,56.0,14.0,6.0,0.0,0.0,5.0,0.0,56.0
2023.0,BUSHWICK II CDA (GROUP E),Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2023.0,BUSHWICK II (GROUPS B & D),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BUSHWICK II (GROUPS A & C),Unknown,0.0,21.45,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2023.0,BUSHWICK,Unknown,5.0,21.44,32.0,8.0,0.0,5.0,0.0,0.0,0.0,32.0
2023.0,BRYANT AVENUE-EAST 174TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BROWNSVILLE,Unknown,14.0,19.53,38.0,19.0,5.0,5.0,0.0,0.0,0.0,38.0
2023.0,BROWN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BRONX RIVER ADDITION,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BRONX RIVER,Unknown,5.0,20.99,22.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0
2023.0,BREVOORT,Unknown,6.0,18.22,45.0,6.0,0.0,0.0,0.0,8.0,0.0,45.0
2023.0,BREUKELEN,Unknown,14.0,21.05,53.0,20.0,8.0,8.0,0.0,6.0,0.0,53.0
2023.0,BRACETTI PLAZA,Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BOYNTON AVENUE REHAB,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BOULEVARD,Unknown,0.0,30.33,30.0,5.0,0.0,0.0,0.0,6.0,0.0,30.0
2023.0,BOSTON SECOR,Unknown,0.0,17.33,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2023.0,BOSTON ROAD PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BORINQUEN PLAZA II,Unknown,0.0,15.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2023.0,BORINQUEN PLAZA I,Unknown,0.0,17.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2023.0,BLAND,Unknown,0.0,26.46,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2023.0,BETANCES VI,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BETANCES V,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BETANCES IV,Unknown,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2023.0,"BETANCES III, 9A",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,"BETANCES III, 18",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,"BETANCES III, 13",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,"BETANCES II, 9A",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,"BETANCES II, 18",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,"BETANCES II, 13",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BETANCES I,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BERRY STREET-SOUTH 9TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BERRY,Unknown,5.0,15.65,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2023.0,BELMONT-SUTTER AREA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BEDFORD-STUYVESANT REHAB,Unknown,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BEACH 41ST STREET-BEACH CHANNEL DRIVE,Unknown,9.0,31.81,24.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0
2023.0,BAYCHESTER,Unknown,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2023.0,BAY VIEW,Unknown,13.0,17.33,81.0,18.0,0.0,0.0,9.0,8.0,0.0,81.0
2023.0,BARUCH HOUSES ADDITION,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BARUCH,Unknown,8.0,15.12,36.0,14.0,0.0,0.0,0.0,6.0,0.0,36.0
2023.0,BAISLEY PARK,Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,BAILEY AVENUE-WEST 193RD STREET,Unknown,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2023.0,AUDUBON,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,ATLANTIC TERMINAL SITE 4B,Unknown,0.0,17.42,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2023.0,ASTORIA,Unknown,17.0,29.93,64.0,11.0,0.0,0.0,0.0,5.0,0.0,64.0
2023.0,ARMSTRONG II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,ARMSTRONG I,Unknown,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2023.0,AMSTERDAM ADDITION,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,AMSTERDAM,Unknown,6.0,26.27,18.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0
2023.0,ALBANY II,Unknown,0.0,14.83,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2023.0,ALBANY,Unknown,0.0,15.8,34.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0
2023.0,ADAMS,Unknown,0.0,19.39,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
2023.0,830 AMSTERDAM AVENUE,Unknown,0.0,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,572 WARREN STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,45 ALLEN STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,344 EAST 28TH STREET,Unknown,0.0,23.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2023.0,335 EAST 111TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,303 VERNON AVENUE,Unknown,0.0,26.46,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2023.0,154 WEST 84TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,1471 WATSON AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,131 SAINT NICHOLAS AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,1162-1176 WASHINGTON AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,104-14 TAPSCOTT STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,1010 EAST 178TH STREET,Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022.0,104-14 TAPSCOTT STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Unknown,Unknown,166.0,37.42,277.0,22.0,0.0,0.0,44.0,31.0,0.0,277.0
2022.0,WYCKOFF GARDENS,Unknown,0.0,18.98,27.0,8.0,0.0,0.0,0.0,0.0,0.0,27.0
2022.0,WSUR (SITE C) 589 AMSTERDAM AVENUE,Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WSUR (SITE B) 74 WEST 92ND STREET,Unknown,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WSUR (SITE A) 120 WEST 94TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WSUR (BROWNSTONES),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WOODSON,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WOODSIDE,Unknown,0.0,16.87,78.0,12.0,0.0,0.0,10.0,0.0,0.0,78.0
2022.0,WISE TOWERS,Unknown,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2022.0,WILSON,Unknown,0.0,31.49,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2022.0,WILLIAMSBURG,Unknown,10.0,34.55,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2022.0,WILLIAMS PLAZA,Unknown,0.0,18.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2022.0,WHITMAN,Unknown,16.0,22.42,35.0,14.0,0.0,0.0,0.0,0.0,0.0,35.0
2022.0,WHITE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WEST FARMS SQUARE CONVENTIONAL,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WEST FARMS ROAD REHAB,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WEST BRIGHTON II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WEST BRIGHTON I,Unknown,0.0,22.36,59.0,0.0,0.0,0.0,7.0,0.0,0.0,59.0
2022.0,WEEKSVILLE GARDENS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WEBSTER,Unknown,0.0,16.36,16.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0
2022.0,WASHINGTON HEIGHTS REHAB PHASE IV (D),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WASHINGTON HEIGHTS REHAB PHASE IV (C),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),Unknown,0.0,31.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,WASHINGTON,Unknown,10.0,26.82,38.0,20.0,5.0,5.0,0.0,5.0,0.0,38.0
2022.0,WALD,Unknown,0.0,47.16,38.0,12.0,0.0,0.0,6.0,0.0,0.0,38.0
2022.0,WAGNER,Unknown,15.0,19.61,58.0,24.0,9.0,5.0,6.0,10.0,0.0,58.0
2022.0,VLADECK II,Unknown,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022.0,VLADECK,Unknown,0.0,17.4,30.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0
2022.0,VANDALIA AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,VAN DYKE II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,VAN DYKE I,Unknown,10.0,20.72,64.0,24.0,5.0,5.0,0.0,8.0,0.0,64.0
2022.0,UPACA (SITE 6),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,UPACA (SITE 5),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,UNIVERSITY AVENUE REHAB,Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022.0,UNITY PLAZA (SITES 4-27),Unknown,0.0,24.08,14.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0
2022.0,"UNITY PLAZA (SITES 17,24,25A)",Unknown,5.0,31.07,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022.0,UNION AVENUE-EAST 166TH STREET,Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,UNION AVENUE-EAST 163RD STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TWO BRIDGES URA (SITE 7),Unknown,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TWIN PARKS WEST (SITES 1 & 2),Unknown,0.0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TWIN PARKS EAST (SITE 9),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TOMPKINS,Unknown,11.0,30.79,42.0,13.0,0.0,0.0,0.0,10.0,0.0,42.0
2022.0,TODT HILL,Unknown,0.0,41.94,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2022.0,TILDEN,Unknown,8.0,25.01,41.0,12.0,0.0,0.0,6.0,0.0,0.0,41.0
2022.0,THROGGS NECK ADDITION,Unknown,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,THROGGS NECK,Unknown,5.0,17.27,43.0,7.0,0.0,0.0,5.0,0.0,0.0,43.0
2022.0,THOMAS APARTMENTS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TELLER AVENUE-EAST 166TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TAYLOR STREET-WYTHE AVENUE,Unknown,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,TAPSCOTT STREET REHAB,Unknown,0.0,20.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2022.0,TAFT,Unknown,8.0,37.6,38.0,11.0,0.0,0.0,0.0,0.0,0.0,38.0
2022.0,SUTTER AVENUE-UNION STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SURFSIDE GARDENS,Unknown,5.0,32.98,11.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0
2022.0,SUMNER,Unknown,5.0,33.71,13.0,5.0,0.0,0.0,0.0,5.0,0.0,13.0
2022.0,STUYVESANT GARDENS II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,STUYVESANT GARDENS I,Unknown,0.0,27.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0
2022.0,STRAUS,Unknown,0.0,25.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2022.0,STERLING PLACE REHABS (STERLING-BUFFALO),Unknown,0.0,18.98,8.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0
2022.0,STERLING PLACE REHABS (SAINT JOHNS-STERLING),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,STEBBINS AVENUE-HEWITT PLACE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,STAPLETON,Unknown,0.0,25.86,126.0,6.0,0.0,0.0,11.0,0.0,0.0,126.0
2022.0,STANTON STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SOUTH JAMAICA II,Unknown,5.0,26.24,21.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0
2022.0,SOUTH JAMAICA I,Unknown,0.0,34.51,19.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0
2022.0,SOUTH BRONX AREA (SITE 402),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SOUTH BEACH,Unknown,0.0,24.04,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2022.0,SOUNDVIEW,Unknown,6.0,25.8,29.0,11.0,0.0,0.0,0.0,0.0,0.0,29.0
2022.0,SOTOMAYOR HOUSES,Unknown,7.0,17.71,25.0,21.0,5.0,0.0,0.0,0.0,0.0,25.0
2022.0,SMITH,Unknown,14.0,29.14,44.0,21.0,0.0,0.0,7.0,5.0,0.0,44.0
2022.0,SHELTON HOUSE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SHEEPSHEAD BAY,Unknown,7.0,21.34,28.0,11.0,0.0,0.0,0.0,0.0,0.0,28.0
2022.0,SEWARD PARK EXTENSION,Unknown,0.0,16.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2022.0,SEDGWICK,Unknown,0.0,20.03,6.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0
2022.0,SARATOGA VILLAGE,Unknown,0.0,18.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SAMUEL (MHOP) III,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SAMUEL (MHOP) II,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SAMUEL (MHOP) I,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,SAMUEL (CITY),Unknown,0.0,38.39,17.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0
2022.0,SAINT NICHOLAS,Unknown,6.0,16.26,45.0,21.0,5.0,0.0,5.0,5.0,0.0,45.0
2022.0,SAINT MARY'S PARK,Unknown,0.0,15.8,13.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0
2022.0,SACK WERN,Unknown,0.0,32.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,RUTLAND TOWERS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,RUTGERS,Unknown,5.0,42.39,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2022.0,ROOSEVELT II,Unknown,0.0,15.8,13.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0
2022.0,ROOSEVELT I,Unknown,0.0,15.8,21.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0
2022.0,ROBINSON,Unknown,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2022.0,ROBBINS PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,RIIS II,Unknown,0.0,24.22,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2022.0,RIIS,Unknown,0.0,44.43,77.0,8.0,0.0,0.0,0.0,0.0,0.0,77.0
2022.0,RICHMOND TERRACE,Unknown,0.0,23.41,29.0,7.0,0.0,0.0,0.0,0.0,0.0,29.0
2022.0,REID APARTMENTS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,REHAB PROGRAM (WISE REHAB),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,REHAB PROGRAM (TAFT REHABS),Unknown,0.0,24.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,REHAB PROGRAM (DOUGLASS REHABS),Unknown,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,REHAB PROGRAM (COLLEGE POINT),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,REDFERN,Unknown,5.0,19.52,22.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0
2022.0,RED HOOK WEST,Unknown,0.0,34.41,36.0,11.0,0.0,0.0,0.0,0.0,0.0,36.0
2022.0,RED HOOK EAST,Unknown,6.0,17.91,31.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0
2022.0,RAVENSWOOD,Unknown,6.0,18.87,71.0,23.0,0.0,0.0,5.0,6.0,0.0,71.0
2022.0,RANGEL,Unknown,0.0,25.26,12.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0
2022.0,RANDALL AVENUE-BALCOM AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,RALPH AVENUE REHAB,Unknown,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022.0,QUEENSBRIDGE SOUTH,Unknown,12.0,26.34,46.0,10.0,0.0,0.0,0.0,0.0,0.0,46.0
2022.0,QUEENSBRIDGE NORTH,Unknown,10.0,20.88,37.0,18.0,5.0,0.0,0.0,0.0,0.0,37.0
2022.0,PUBLIC SCHOOL 139 (CONVERSION),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,POMONOK,Unknown,7.0,28.3,61.0,20.0,5.0,0.0,0.0,0.0,0.0,61.0
2022.0,POLO GROUNDS TOWERS,Unknown,11.0,21.11,25.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0
2022.0,PINK,Unknown,13.0,20.8,75.0,25.0,7.0,0.0,0.0,8.0,0.0,75.0
2022.0,PENNSYLVANIA AVENUE-WORTMAN AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,PELHAM PARKWAY,Unknown,6.0,17.33,26.0,11.0,5.0,0.0,0.0,0.0,0.0,26.0
2022.0,PATTERSON,Unknown,10.0,17.7,35.0,15.0,0.0,0.0,0.0,0.0,0.0,35.0
2022.0,PARKSIDE,Unknown,0.0,19.93,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2022.0,PARK ROCK REHAB,Unknown,0.0,23.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,"PARK AVENUE-EAST 122ND, 123RD STREETS",Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,PALMETTO GARDENS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,O'DWYER GARDENS,Unknown,6.0,26.69,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2022.0,OCEAN HILL-BROWNSVILLE,Unknown,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2022.0,OCEAN HILL APARTMENTS,Unknown,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2022.0,OCEAN BAY APARTMENTS (OCEANSIDE),Unknown,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2022.0,OCEAN BAY APARTMENTS (BAYSIDE),Unknown,0.0,29.36,39.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0
2022.0,NOSTRAND,Unknown,7.0,20.49,33.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0
2022.0,NEW LANE AREA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MURPHY,Unknown,0.0,18.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MOTT HAVEN,Unknown,0.0,15.8,45.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0
2022.0,MORRISANIA AIR RIGHTS,Unknown,0.0,17.55,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2022.0,MORRISANIA,Unknown,0.0,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MORRIS PARK SENIOR CITIZENS HOME,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MORRIS II,Unknown,6.0,19.99,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2022.0,MORRIS I,Unknown,0.0,17.2,24.0,13.0,0.0,0.0,0.0,0.0,0.0,24.0
2022.0,MOORE,Unknown,0.0,17.99,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022.0,MONROE,Unknown,5.0,26.42,10.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
2022.0,MITCHEL,Unknown,0.0,31.01,22.0,16.0,0.0,0.0,0.0,0.0,0.0,22.0
2022.0,MILL BROOK EXTENSION,Unknown,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MILL BROOK,Unknown,0.0,35.54,41.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
2022.0,MIDDLETOWN PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,METRO NORTH PLAZA,Unknown,0.0,18.98,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MELTZER TOWER,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MELROSE,Unknown,7.0,22.9,18.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0
2022.0,MCKINLEY,Unknown,5.0,16.53,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2022.0,MARSHALL PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,MARLBORO,Unknown,7.0,17.65,41.0,16.0,0.0,0.0,0.0,12.0,0.0,41.0
2022.0,MARINER'S HARBOR,Unknown,7.0,27.02,89.0,8.0,0.0,0.0,0.0,0.0,0.0,89.0
